time,open,close,high,low,Volume
1632200940,4643912.052,4643200,4643912.05,4643200,0.07211797
1632201000,4646500,4647800,4648200,4646500,0.05405
1632201120,4648000,4646300,4648000,4646300,0.3435264
1632201180,4644300,4640800,4644300,4640800,0.06182456
1632201240,4641300,4644700,4644700,4641300,0.48248815
1632201300,4643152.406,4645100,4645100,4643152.406,0.03620394
1632201360,4644900,4644900,4644900,4644900,0.00176943
1632201420,4643809.86,4640400,4643809.86,4640400,0.50323857
1632201480,4640300,4629893.771,4640300,4629800,0.02655845
1632201540,4629700,4626934.117,4629700,4626934.117,0.00668
1632201600,4626900,4627100,4627100,4624400,0.32411736
1632201660,4630161.285,4630161.285,4630161.28,4630161.285,0.03709
1632201720,4626000,4624300,4626000,4624300,0.00389356
1632201780,4624200,4623000,4624200,4622800,0.053
1632201840,4623600,4627700,4635400,4623600,1.14200278
1632201900,4627500,4626200,4627500,4626200,0.0026
1632201960,4634100,4634100,4634100,4634100,0.00120976
1632202020,4636000,4637900,4637900,4636000,0.10122137
1632202080,4639100,4645100,4645100,4639100,0.0973059
1632202140,4645200,4647400,4648400,4645200,0.25232847
1632202200,4647800,4655200,4655200,4646000,0.42554148
1632202260,4651300,4650400,4651300,4650027.209,0.00109759
1632202320,4646300,4646300,4646300,4646300,0.000276
1632202500,4649800,4650900,4650900,4648712.621,0.0048051
1632202620,4651000,4655500,4655500,4651000,0.31007255
1632202680,4655600,4657200,4657200,4655600,0.24387516
1632202740,4657300,4657400,4657400,4657300,0.00046982
1632202860,4655134.073,4655134.073,4655134.07,4655134.073,1.24248615
1632202920,4655200,4655200,4655200,4655200,0.05
1632202980,4655900,4655900,4655900,4655900,0.04208
1632203040,4655200,4655300,4655300,4655200,0.41655347
1632203100,4657400,4657600,4658400,4657400,0.00678996
1632203220,4655134.073,4655134.073,4655134.07,4655134.073,0.9424543
1632203280,4655200,4655200,4655200,4655200,0.0129
1632203340,4655134.073,4649200,4655134.07,4647200,3.71644667
1632203400,4649300,4648200,4649300,4648200,0.06383555
1632203460,4649500,4660035.64,4660035.64,4649500,0.11537429
1632203520,4658900,4660000,4660000,4658900,0.02628282
1632203580,4660100,4675000,4675900,4660100,0.30779187
1632203640,4676000,4679800,4684400,4669455.607,0.85356541
1632203700,4680800,4681600,4681600,4680800,0.46973032
1632203820,4671600,4672400,4672400,4670700,0.05566
1632203880,4671400,4666800,4671400,4666800,0.00621561
1632204000,4667100,4668000,4671000,4667100,0.11781644
1632204060,4670222.349,4672600,4672600,4669400,0.00966025
1632204120,4671636.355,4677500,4677500,4671636.355,0.28485872
1632204180,4677500,4670760.163,4677500,4669500,1.67178333
1632204240,4669300,4683900,4683900,4669300,0.08296862
1632204300,4681100,4684000,4684000,4681100,0.50977197
1632204360,4675200,4675200,4675200,4675200,0.00187171
1632204420,4673200,4674200,4674200,4673200,0.051846
1632204480,4675000,4673600,4675000,4673600,0.14804269
1632204540,4677000,4685326.854,4693600,4677000,0.99830316
1632204600,4684600,4676200,4684600,4674700,0.33734889
1632204660,4681200,4682533.175,4682533.17,4681200,0.05129919
1632204720,4682100,4681200,4682100,4681200,0.1044899
1632204780,4684915.721,4677000,4685800,4677000,0.05694998
1632204960,4672500,4672500,4672500,4672500,0.05046
1632205020,4672700,4672700,4672700,4672700,0.005
1632205080,4673900,4681550.995,4681551,4673900,0.06872
1632205140,4681600,4682400,4682400,4681600,0.0036
1632205260,4677100,4677100,4677100,4677100,0.01037227
1632205320,4677600,4677700,4677700,4677600,0.02371054
1632205380,4678000,4678100,4678100,4678000,0.08897
1632205440,4678100,4678100,4678100,4678100,0.23436997
1632205620,4681800,4684800,4684800,4681800,0.01354448
1632205680,4684800,4692200,4692200,4684800,0.2704625
1632205740,4690700,4694100,4695400,4690700,0.32489753
1632205800,4695200,4685000,4702000,4685000,0.54954997
1632205860,4691300,4691300,4691300,4691300,0.02617157
1632205920,4698600,4710800,4710800,4698600,0.83764985
1632205980,4708900,4713900,4713900,4708900,0.01247873
1632206040,4714023.964,4714400,4714400,4714023.964,0.0016
1632206160,4713900,4713600,4716800,4713600,0.04881868
1632206220,4716700,4717800,4717800,4716700,0.70048549
1632206280,4717530.444,4712400,4720700,4712400,0.83828695
1632206340,4708545.089,4712500,4712500,4708545.089,0.20774
1632206400,4710800,4708900,4710800,4706800,0.46412157
1632206460,4709000,4707900,4709066.64,4707900,0.28980587
1632206520,4709100,4706600,4709100,4705800,0.29150349
1632206580,4705500,4703600,4705600,4699300,0.26518996
1632206640,4702800,4704000,4704000,4702800,0.55157292
1632206700,4699200,4697300,4699200,4697200,0.47073288
1632206760,4697100,4693700,4697100,4693700,0.48596258
1632206820,4693700,4692500,4693700,4691000,0.02086629
1632206880,4690900,4692300.598,4692300.6,4690300,0.4702991
1632206940,4690400,4696600,4696600,4690400,0.41606257
1632207000,4696700,4698000,4698400,4696700,0.10083276
1632207060,4695256.385,4694700,4695365.95,4694700,0.48684124
1632207120,4693800,4685100,4693800,4685100,0.53490744
1632207180,4689300,4689300,4689300,4689300,0.16490273
1632207240,4692188.592,4696500,4697900,4692188.592,0.11599991
1632207300,4696500,4696000,4696500,4696000,0.21109655
1632207420,4692700,4692700,4692700,4692700,0.23356528
1632207480,4693200,4698600,4698600,4693200,0.21388132
1632207540,4695900,4699000,4699000,4695900,0.02006676
1632207600,4699500,4707300,4707300,4699500,0.02502237
1632207660,4707400,4707393.42,4707700,4707393.42,0.08841202
1632207720,4706407.096,4706200,4706407.1,4706200,0.35722
1632207780,4703228.943,4699502.832,4703228.94,4699502.832,0.06199133
1632207840,4705100,4705100,4705100,4705100,0.115944
1632207960,4706900,4706900,4706900,4706900,0.005
1632208020,4706845.462,4704500,4706845.46,4704500,0.9480342
1632208320,4709200,4710000,4710000,4709200,0.0008
1632208380,4708000,4708000,4708000,4708000,0.10127444
1632208440,4705400,4704400,4705400,4704400,0.0036
1632208500,4704100,4703400,4704100,4703400,0.0032
1632208560,4703300,4700900,4703300,4700900,0.0096
1632208620,4700800,4697600,4700800,4697600,0.06302
1632208680,4697600,4697600,4697600,4697600,0.00347922
1632208740,4697500,4696400,4697500,4696400,0.0048
1632208800,4700160.146,4699800,4700160.15,4699200,0.56438783
1632208860,4699800,4702300,4702300,4699700,0.56030411
1632208920,4702100,4700800,4702100,4698700,0.52247522
1632209100,4712200,4707600,4712200,4707600,0.01632356
1632209160,4705900,4705900,4705900,4705900,0.010008
1632209220,4707800,4712400,4712400,4707800,0.0552
1632209280,4712500,4713200,4713200,4712500,0.00409143
1632209400,4708130.667,4707400,4708130.67,4707400,0.99942492
1632209460,4707100,4707100,4707100,4707100,0.005
1632209520,4704900,4704900,4704900,4704900,0.05
1632209640,4708600,4708600,4708600,4708600,0.0004
1632209760,4701000,4701000,4701000,4701000,0.0398395
1632209940,4699700,4698600,4699700,4698600,0.01383158
1632210000,4698600,4697861.259,4702900,4697861.259,0.10810552
1632210060,4697089.282,4691700,4697089.28,4691700,0.06124694
1632210120,4704690.645,4720300,4720300,4704690.645,1.07145093
1632210180,4720263.644,4732985.249,4738700,4720263.644,1.39107543
1632210240,4731800,4730000,4735178.63,4730000,0.06953201
1632210300,4734700,4738100,4744400,4734700,1.22725303
1632210360,4730900,4731400,4731400,4729600,0.5161347
1632210420,4729500,4723700,4729500,4723700,0.09749186
1632210480,4724800,4724200,4724800,4724200,0.25721535
1632210540,4723900,4727300,4734500,4723900,1.18685951
1632210600,4733000,4733200,4733200,4733000,0.05000668
1632210720,4734193.095,4735600,4735600,4734193.095,0.00496911
1632210780,4736446.31,4735728.426,4745000,4735728.426,1.40687333
1632210840,4732609.277,4734400,4734400,4732609.277,0.05504974
1632210900,4739018.421,4739018.421,4739018.42,4739018.421,0.21887683
1632210960,4744304.569,4750800,4750972.07,4744304.569,0.15119257
1632211020,4751000,4745300,4751500,4744700,0.431946
1632211080,4747000,4748700,4749200,4747000,0.11693497
1632211140,4751400,4743500,4751400,4743500,0.41450546
1632211200,4743800,4743800,4743800,4743800,0.1773
1632211260,4743800,4742200,4743800,4740694.741,0.51687523
1632211320,4740500,4737400,4740500,4733900,0.92201243
1632211380,4735000,4742800,4745000,4735000,0.53602073
1632211440,4743800,4743100,4744800,4741100,0.63273882
1632211500,4739600,4734800,4739600,4734800,0.84342323
1632211560,4737500,4737500,4737500,4737500,0.01794639
1632211620,4736300,4733900,4736300,4733900,0.23566829
1632211680,4738300,4734800,4738300,4734800,0.56241966
1632211860,4733896.317,4732100.903,4733896.32,4730800,1.06884591
1632211920,4730700,4731600,4734700,4730700,1.11859767
1632211980,4734000,4734000,4734000,4734000,0.01098657
1632212040,4732500,4732500,4732500,4732500,0.23311556
1632212100,4730600,4727300,4730600,4727300,0.22930425
1632212160,4727200,4728300,4728300,4725000,0.25437686
1632212220,4726200,4727100,4727100,4726200,0.10255848
1632212280,4727200,4727000,4727200,4727000,0.23773072
1632212340,4724900,4723100,4724900,4723100,0.23974246
1632212400,4723000,4723000,4723000,4723000,0.0004
1632212460,4723000,4724500,4724500,4722700,0.00227534
1632212520,4724356.678,4724356.678,4724356.68,4724356.678,0.46465013
1632212580,4724400,4724027.669,4724400,4724027.669,1.90831326
1632212640,4724027.669,4724027.669,4724027.67,4724027.669,0.33226424
1632212700,4724200,4728500,4729600,4724200,0.04696891
1632212760,4725100,4725100,4725100,4725100,0.03945
1632212820,4729700,4734300,4734300,4729700,0.0143593
1632212880,4734400,4741100,4744700,4734400,0.14424562
1632212940,4743400,4743800,4743800,4743400,0.001
1632213000,4741100,4730500,4741100,4730500,0.47797903
1632213060,4731300,4729900,4731300,4729000,0.08102909
1632213120,4732200,4730300,4732200,4728200,0.15132
